ids	T2-Ag1:B2C_C_Nov	T2-Ag1:B2T_T_Nov	T2-Ag1:B3T_T_Nov	T2-Ag1:B5C_C_Nov	T2-Ag1:B6C_C_Nov	T2-Ag1:B8T_T_Jul
SRR14654187-XM_006560077.3_GeneID:408417	0.0	1.0	5.0	1.0	1.0	0.0
SRR14654187-XM_006560083.3-1_GeneID:408414	13.0	48.0	101.0	20.0	27.0	35.0
SRR14654187-XM_006560090.3_GeneID:408546	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006560091.3_GeneID:102653759	1.0	1.0	0.0	2.0	0.0	0.0
SRR14654187-XM_006560099.3_GeneID:551847	5.0	6.0	32.0	2.0	25.0	14.0
SRR14654187-XM_006560100.3_GeneID:551847	1.0	4.0	1.0	1.0	4.0	2.0
SRR14654187-XM_006560101.3_GeneID:551847	0.0	1.0	3.0	0.0	0.0	1.0
SRR14654187-XM_006560110.3_GeneID:410015	0.0	2.0	2.0	2.0	4.0	0.0
SRR14654187-XM_006560114.3_GeneID:409847	2.0	0.0	1.0	0.0	1.0	2.0
SRR14654187-XM_006560115.3_GeneID:409847	0.0	0.0	0.0	0.0	2.0	1.0
SRR14654187-XM_006560139.3_GeneID:726210	0.0	0.0	5.0	0.0	0.0	0.0
SRR14654187-XM_006560150.3_GeneID:413168	8.0	1.0	16.0	1.0	12.0	12.0
SRR14654187-XM_006560160.3_GeneID:409768	1.0	0.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006560162.3_GeneID:409768	1.0	1.0	1.0	1.0	1.0	0.0
SRR14654187-XM_006560178.3_GeneID:725033	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006560189.3_GeneID:408446	3.0	2.0	7.0	1.0	8.0	1.0
SRR14654187-XM_006560202.3_GeneID:724121	1.0	0.0	2.0	1.0	1.0	1.0
SRR14654187-XM_006560219.3_GeneID:409577	0.0	0.0	0.0	0.0	2.0	0.0
SRR14654187-XM_006560223.3_GeneID:552361	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006560227.3_GeneID:550857	1.0	6.0	77.0	2.0	17.0	15.0
SRR14654187-XM_006560228.3_GeneID:552071	1.0	61.0	5.0	0.0	5.0	56.0
SRR14654187-XM_006560229.3_GeneID:100577506	3.0	3.0	4.0	0.0	5.0	3.0
SRR14654187-XM_006560230.3_GeneID:100577506	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006560256.3_GeneID:408622	2.0	3.0	13.0	0.0	1.0	1.0
SRR14654187-XM_006560262.3_GeneID:102655185	14.0	2.0	3.0	0.0	19.0	10.0
SRR14654187-XM_006560305.3_GeneID:410463	1.0	0.0	3.0	1.0	0.0	3.0
SRR14654187-XM_006560320.3_GeneID:410462	0.0	0.0	4.0	0.0	0.0	0.0
SRR14654187-XM_006560321.3_GeneID:102654608	0.0	0.0	10.0	0.0	1.0	0.0
SRR14654187-XM_006560323.3_GeneID:408432	0.0	1.0	0.0	7.0	2.0	1.0
SRR14654187-XM_006560392.3_GeneID:410449	0.0	3.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006560397.3_GeneID:410039	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006560399.3_GeneID:102654920	1.0	0.0	2.0	0.0	0.0	0.0
SRR14654187-XM_006560410.3_GeneID:408421	0.0	109.0	536.0	49.0	145.0	201.0
SRR14654187-XM_006560414.3_GeneID:410439	1.0	1.0	5.0	8.0	0.0	3.0
SRR14654187-XM_006560416.3_GeneID:409961	0.0	1.0	0.0	0.0	3.0	0.0
SRR14654187-XM_006560417.3_GeneID:409961	0.0	3.0	2.0	1.0	5.0	2.0
SRR14654187-XM_006560425.3_GeneID:409963	0.0	1.0	0.0	0.0	2.0	1.0
SRR14654187-XM_006560432.3_GeneID:725107	0.0	0.0	0.0	2.0	0.0	0.0
SRR14654187-XM_006560434.3_GeneID:409723	21.0	19.0	30.0	21.0	43.0	1.0
SRR14654187-XM_006560435.3_GeneID:100576565	0.0	1.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006560459.3_GeneID:409346	0.0	1.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006560464.3_GeneID:412843	5.0	3.0	0.0	11.0	5.0	1.0
SRR14654187-XM_006560495.3_GeneID:410092	1.0	3.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006560503.3_GeneID:411045	0.0	1.0	1.0	0.0	0.0	1.0
SRR14654187-XM_006560557.3_GeneID:550671	47.0	51.0	5.0	43.0	103.0	117.0
SRR14654187-XM_006560576.3_GeneID:724738	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006560583.3_GeneID:413399	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006560589.3_GeneID:551257	1.0	3.0	8.0	3.0	3.0	11.0
SRR14654187-XM_006560591.3_GeneID:408814	1.0	0.0	2.0	1.0	3.0	0.0
SRR14654187-XM_006560600.3_GeneID:409316	11.0	5.0	7.0	1.0	13.0	5.0
SRR14654187-XM_006560601.3_GeneID:409316	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006560603.3_GeneID:413508	7.0	4.0	2.0	10.0	21.0	6.0
SRR14654187-XM_006560635.3_GeneID:727591	0.0	0.0	5.0	0.0	0.0	0.0
SRR14654187-XM_006560637.3_GeneID:551213	0.0	3.0	0.0	0.0	5.0	1.0
SRR14654187-XM_006560646.3_GeneID:413795	3.0	2.0	4.0	2.0	3.0	7.0
SRR14654187-XM_006560656.3_GeneID:726436	0.0	0.0	5.0	0.0	4.0	6.0
SRR14654187-XM_006560657.3_GeneID:726436	0.0	1.0	1.0	1.0	1.0	1.0
SRR14654187-XM_006560658.3_GeneID:726436	0.0	0.0	2.0	0.0	1.0	1.0
SRR14654187-XM_006560659.3_GeneID:726436	0.0	0.0	1.0	0.0	2.0	0.0
SRR14654187-XM_006560673.3_GeneID:552745	1.0	0.0	0.0	0.0	1.0	1.0
SRR14654187-XM_006560675.3_GeneID:411730	1.0	1.0	0.0	0.0	7.0	4.0
SRR14654187-XM_006560684.3_GeneID:551551	1.0	0.0	0.0	0.0	1.0	1.0
SRR14654187-XM_006560690.3_GeneID:552452	1.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006560691.3_GeneID:552452	3.0	3.0	11.0	0.0	10.0	15.0
SRR14654187-XM_006560717.3_GeneID:412824	0.0	1.0	1.0	0.0	1.0	0.0
SRR14654187-XM_006560735.3_GeneID:409024	4.0	0.0	2.0	0.0	4.0	2.0
SRR14654187-XM_006560737.3_GeneID:409024	1.0	1.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006560830.3_GeneID:494506	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006560836.3_GeneID:724862	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006560847.3_GeneID:551047	13.0	4.0	8.0	14.0	18.0	1.0
SRR14654187-XM_006560848.3_GeneID:102653587	0.0	1.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006560862.3_GeneID:410045	6.0	9.0	8.0	13.0	7.0	3.0
SRR14654187-XM_006560867.2_GeneID:409872	5.0	5.0	13.0	3.0	13.0	5.0
SRR14654187-XM_006560875.3_GeneID:100577810	0.0	1.0	2.0	0.0	0.0	1.0
SRR14654187-XM_006560922.3_GeneID:408748	0.0	0.0	3.0	0.0	1.0	4.0
SRR14654187-XM_006560946.3_GeneID:410959	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006560957.3_GeneID:100576290	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006561008.3_GeneID:410627	1.0	0.0	0.0	0.0	2.0	0.0
SRR14654187-XM_006561024.3_GeneID:411570	8.0	11.0	1.0	0.0	28.0	1.0
SRR14654187-XM_006561026.3_GeneID:411570	1.0	3.0	0.0	0.0	14.0	0.0
SRR14654187-XM_006561034.3_GeneID:411694	2.0	3.0	1.0	1.0	6.0	2.0
SRR14654187-XM_006561035.3_GeneID:102655306	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006561041.3_GeneID:410621	0.0	0.0	0.0	0.0	2.0	0.0
SRR14654187-XM_006561045.3_GeneID:100576418	4.0	2.0	1.0	15.0	24.0	2.0
SRR14654187-XM_006561046.3_GeneID:408536	2.0	0.0	2.0	0.0	11.0	6.0
SRR14654187-XM_006561055.3_GeneID:551174	1.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006561057.3_GeneID:409206	0.0	1.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006561058.3_GeneID:409206	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006561078.3_GeneID:409040	1.0	1.0	0.0	0.0	4.0	0.0
SRR14654187-XM_006561089.3_GeneID:552020	0.0	0.0	2.0	2.0	0.0	0.0
SRR14654187-XM_006561094.3_GeneID:408710	1.0	0.0	1.0	0.0	1.0	0.0
SRR14654187-XM_006561097.3_GeneID:551849	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006561101.3_GeneID:551849	0.0	0.0	0.0	0.0	2.0	0.0
SRR14654187-XM_006561112.3_GeneID:724424	1.0	5.0	1.0	1.0	1.0	0.0
SRR14654187-XM_006561122.3_GeneID:552471	0.0	2.0	20.0	21.0	42.0	0.0
SRR14654187-XM_006561123.3_GeneID:552483	6.0	0.0	12.0	7.0	18.0	0.0
SRR14654187-XM_006561127.3_GeneID:409038	9.0	6.0	8.0	8.0	8.0	3.0
SRR14654187-XM_006561130.3_GeneID:725008	2.0	0.0	1.0	0.0	1.0	0.0
SRR14654187-XM_006561162.2_GeneID:408706	0.0	1.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006561164.3_GeneID:725860	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006561205.3_GeneID:725156	0.0	0.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006561216.3_GeneID:409670	1.0	1.0	2.0	0.0	2.0	0.0
SRR14654187-XM_006561217.3_GeneID:409668	1.0	2.0	2.0	0.0	0.0	0.0
SRR14654187-XM_006561239.3_GeneID:411355	0.0	4.0	6.0	6.0	0.0	0.0
SRR14654187-XM_006561252.3_GeneID:409028	1.0	1.0	11.0	3.0	5.0	0.0
SRR14654187-XM_006561259.3_GeneID:102655446	1.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006561273.3_GeneID:412099	3.0	0.0	5.0	2.0	4.0	3.0
SRR14654187-XM_006561278.2_GeneID:552046	1.0	2.0	4.0	0.0	3.0	4.0
SRR14654187-XM_006561279.2_GeneID:552046	0.0	1.0	4.0	0.0	0.0	1.0
SRR14654187-XM_006561281.3-1_GeneID:412933	4.0	0.0	0.0	0.0	11.0	0.0
SRR14654187-XM_006561290.3_GeneID:725570	2.0	0.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006561291.3_GeneID:409675	2.0	20.0	46.0	3.0	6.0	6.0
SRR14654187-XM_006561322.3_GeneID:552009	0.0	1.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006561381.3_GeneID:412563	0.0	0.0	2.0	1.0	3.0	2.0
SRR14654187-XM_006561384.3_GeneID:551429	1.0	5.0	4.0	6.0	6.0	1.0
SRR14654187-XM_006561398.3_GeneID:413120	11.0	7.0	29.0	8.0	26.0	5.0
SRR14654187-XM_006561405.3_GeneID:413119	1.0	1.0	0.0	1.0	3.0	1.0
SRR14654187-XM_006561423.3_GeneID:409633	0.0	2.0	0.0	2.0	0.0	1.0
SRR14654187-XM_006561502.3_GeneID:406153	0.0	4.0	4.0	4.0	1.0	0.0
SRR14654187-XM_006561562.2_GeneID:411323	0.0	3.0	0.0	4.0	4.0	0.0
SRR14654187-XM_006561605.2_GeneID:100576876	0.0	0.0	8.0	1.0	14.0	1.0
SRR14654187-XM_006561606.2_GeneID:100576876	1.0	1.0	3.0	0.0	7.0	6.0
SRR14654187-XM_006561608.3_GeneID:409515	13.0	19.0	35.0	4.0	68.0	17.0
SRR14654187-XM_006561609.3_GeneID:409515	3.0	1.0	22.0	0.0	33.0	15.0
SRR14654187-XM_006561610.3_GeneID:409515	0.0	0.0	4.0	0.0	3.0	2.0
SRR14654187-XM_006561611.3_GeneID:409515	0.0	1.0	3.0	0.0	6.0	0.0
SRR14654187-XM_006561612.3_GeneID:409019	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006561622.3_GeneID:725067	0.0	0.0	0.0	0.0	2.0	0.0
SRR14654187-XM_006561625.2_GeneID:725076	0.0	0.0	3.0	0.0	0.0	0.0
SRR14654187-XM_006561640.3_GeneID:725671	0.0	0.0	4.0	0.0	0.0	0.0
SRR14654187-XM_006561643.3_GeneID:409805	1.0	2.0	4.0	1.0	3.0	0.0
SRR14654187-XM_006561646.3_GeneID:413181	1.0	4.0	5.0	3.0	3.0	0.0
SRR14654187-XM_006561654.3_GeneID:412769	5.0	0.0	13.0	0.0	2.0	5.0
SRR14654187-XM_006561656.3_GeneID:412768	2.0	0.0	2.0	0.0	1.0	3.0
SRR14654187-XM_006561665.3_GeneID:409599	26.0	21.0	22.0	20.0	44.0	160.0
SRR14654187-XM_006561666.3_GeneID:409599	2.0	2.0	1.0	0.0	6.0	14.0
SRR14654187-XM_006561672.3_GeneID:724583	1.0	3.0	22.0	24.0	8.0	19.0
SRR14654187-XM_006561684.3_GeneID:552341	14.0	12.0	26.0	13.0	26.0	13.0
SRR14654187-XM_006561685.3_GeneID:727324	0.0	0.0	0.0	1.0	1.0	0.0
SRR14654187-XM_006561686.3_GeneID:412276	1.0	0.0	2.0	2.0	1.0	4.0
SRR14654187-XM_006561690.3_GeneID:725026	0.0	0.0	0.0	0.0	0.0	5.0
SRR14654187-XM_006561691.2_GeneID:725026	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006561697.3_GeneID:100577440	0.0	1.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006561705.3_GeneID:102656074	0.0	1.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006561707.3_GeneID:102656074	0.0	4.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006561709.3_GeneID:102656074	0.0	1.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006561710.3_GeneID:102656074	0.0	0.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006561711.3_GeneID:409267	22.0	20.0	19.0	32.0	54.0	11.0
SRR14654187-XM_006561716.3_GeneID:552289	11.0	6.0	20.0	13.0	7.0	3.0
SRR14654187-XM_006561721.3_GeneID:725596	0.0	2.0	3.0	1.0	0.0	3.0
SRR14654187-XM_006561725.2_GeneID:102656893	0.0	2.0	7.0	1.0	0.0	4.0
SRR14654187-XM_006561731.3_GeneID:412714	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006561732.3_GeneID:412025	0.0	13.0	26.0	8.0	0.0	8.0
SRR14654187-XM_006561745.3_GeneID:726167	0.0	2.0	4.0	0.0	0.0	0.0
SRR14654187-XM_006561758.3_GeneID:100578091	3.0	6.0	18.0	16.0	0.0	0.0
SRR14654187-XM_006561776.3_GeneID:409015	1.0	0.0	1.0	0.0	0.0	3.0
SRR14654187-XM_006561778.3_GeneID:409015	5.0	0.0	0.0	1.0	1.0	48.0
SRR14654187-XM_006561783.3_GeneID:726750	0.0	0.0	4.0	2.0	0.0	0.0
SRR14654187-XM_006561813.3-1_GeneID:409010	0.0	1.0	0.0	0.0	2.0	1.0
SRR14654187-XM_006561813.3_GeneID:409010	0.0	0.0	2.0	1.0	0.0	1.0
SRR14654187-XM_006561816.3_GeneID:411326	1.0	1.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006561819.3_GeneID:726850	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006561825.3_GeneID:409007	3.0	5.0	2.0	4.0	3.0	2.0
SRR14654187-XM_006561834.3_GeneID:409004	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006561849.3_GeneID:409001	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006561872.3_GeneID:725710	1.0	1.0	4.0	0.0	1.0	2.0
SRR14654187-XM_006561912.3_GeneID:724233	231.0	32.0	268.0	306.0	600.0	11.0
SRR14654187-XM_006561914.3-1_GeneID:102653658	0.0	0.0	8.0	0.0	1.0	0.0
SRR14654187-XM_006561915.3_GeneID:412319	0.0	2.0	1.0	0.0	0.0	1.0
SRR14654187-XM_006561917.3_GeneID:102653893	0.0	0.0	3.0	0.0	0.0	0.0
SRR14654187-XM_006561949.3_GeneID:552676	12.0	13.0	17.0	8.0	23.0	10.0
SRR14654187-XM_006561950.3_GeneID:412511	0.0	4.0	3.0	6.0	0.0	12.0
SRR14654187-XM_006561955.3_GeneID:725720	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006561978.2_GeneID:411618	0.0	0.0	4.0	0.0	0.0	2.0
SRR14654187-XM_006561979.3_GeneID:102654345	10.0	9.0	18.0	27.0	27.0	13.0
SRR14654187-XM_006561995.3_GeneID:725896	1.0	0.0	0.0	1.0	4.0	0.0
SRR14654187-XM_006562028.3_GeneID:725108	1.0	0.0	0.0	4.0	2.0	1.0
SRR14654187-XM_006562043.3_GeneID:412864	0.0	0.0	3.0	0.0	1.0	1.0
SRR14654187-XM_006562069.3_GeneID:100188940	0.0	3.0	2.0	2.0	3.0	4.0
SRR14654187-XM_006562087.3_GeneID:552771	6.0	24.0	90.0	7.0	28.0	15.0
SRR14654187-XM_006562088.3_GeneID:552771	1.0	11.0	28.0	3.0	7.0	8.0
SRR14654187-XM_006562096.3_GeneID:411892	2.0	1.0	18.0	0.0	7.0	1.0
SRR14654187-XM_006562100.3_GeneID:413705	0.0	5.0	3.0	1.0	1.0	5.0
SRR14654187-XM_006562126.3_GeneID:726047	0.0	2.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006562144.3_GeneID:552486	1.0	28.0	24.0	19.0	2.0	14.0
SRR14654187-XM_006562156.3_GeneID:724925	0.0	0.0	2.0	0.0	0.0	1.0
SRR14654187-XM_006562172.3_GeneID:552023	3.0	0.0	8.0	1.0	6.0	1.0
SRR14654187-XM_006562203.3_GeneID:406108	1.0	1.0	2.0	1.0	3.0	1.0
SRR14654187-XM_006562218.3_GeneID:552268	0.0	4.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006562251.3_GeneID:100576956	2.0	1.0	1.0	0.0	3.0	0.0
SRR14654187-XM_006562253.3_GeneID:551765	0.0	3.0	6.0	3.0	0.0	0.0
SRR14654187-XM_006562267.3_GeneID:552070	1.0	0.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006562271.3_GeneID:102654911	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006562295.3_GeneID:410489	10.0	3.0	0.0	7.0	37.0	3.0
SRR14654187-XM_006562304.3_GeneID:551846	12.0	5.0	1.0	8.0	20.0	0.0
SRR14654187-XM_006562311.3_GeneID:551428	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006562313.3_GeneID:551428	0.0	2.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006562321.3_GeneID:551212	1.0	1.0	2.0	2.0	3.0	0.0
SRR14654187-XM_006562348.3_GeneID:411417	17.0	33.0	3.0	46.0	48.0	0.0
SRR14654187-XM_006562358.3-1_GeneID:551980	9.0	6.0	7.0	14.0	6.0	4.0
SRR14654187-XM_006562359.3_GeneID:102656841	0.0	2.0	0.0	2.0	4.0	1.0
SRR14654187-XM_006562361.3_GeneID:412431	1.0	4.0	1.0	5.0	3.0	0.0
SRR14654187-XM_006562362.3_GeneID:413749	20.0	45.0	11.0	18.0	49.0	16.0
SRR14654187-XM_006562407.3_GeneID:411795	7.0	7.0	4.0	6.0	8.0	5.0
SRR14654187-XM_006562418.3_GeneID:411154	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006562419.3_GeneID:411154	0.0	2.0	3.0	0.0	6.0	1.0
SRR14654187-XM_006562420.3_GeneID:411154	1.0	2.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006562423.3_GeneID:411692	1.0	3.0	1.0	1.0	2.0	0.0
SRR14654187-XM_006562424.3_GeneID:552305	0.0	6.0	0.0	2.0	6.0	0.0
SRR14654187-XM_006562425.3_GeneID:100578875	3.0	9.0	0.0	6.0	6.0	0.0
SRR14654187-XM_006562435.3_GeneID:100578311	6.0	10.0	3.0	2.0	8.0	0.0
SRR14654187-XM_006562436.3_GeneID:100578311	1.0	2.0	7.0	2.0	4.0	0.0
SRR14654187-XM_006562440.3_GeneID:724517	2.0	2.0	1.0	1.0	7.0	0.0
SRR14654187-XM_006562445.3_GeneID:552112	9.0	2.0	7.0	10.0	10.0	1.0
SRR14654187-XM_006562459.3_GeneID:551924	0.0	1.0	0.0	0.0	2.0	0.0
SRR14654187-XM_006562460.3_GeneID:551924	0.0	1.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006562462.2_GeneID:727497	7.0	1.0	5.0	1.0	5.0	4.0
SRR14654187-XM_006562463.3_GeneID:727501	1.0	1.0	1.0	2.0	3.0	2.0
SRR14654187-XM_006562464.3_GeneID:727501	0.0	1.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006562491.3_GeneID:102655754	1.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006562512.3_GeneID:727479	0.0	1.0	0.0	1.0	0.0	1.0
SRR14654187-XM_006562513.3_GeneID:727479	0.0	0.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006562557.3_GeneID:725064	0.0	0.0	0.0	1.0	1.0	1.0
SRR14654187-XM_006562558.3_GeneID:725019	0.0	0.0	0.0	1.0	2.0	0.0
SRR14654187-XM_006562568.3_GeneID:408937	61.0	109.0	89.0	56.0	194.0	104.0
SRR14654187-XM_006562569.3_GeneID:551779	24.0	4.0	16.0	21.0	32.0	7.0
SRR14654187-XM_006562574.3_GeneID:411599	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006562578.2_GeneID:550818	0.0	0.0	1.0	2.0	0.0	0.0
SRR14654187-XM_006562597.3_GeneID:406065	0.0	1.0	0.0	2.0	0.0	0.0
SRR14654187-XM_006562598.3_GeneID:406065	3.0	8.0	2.0	4.0	4.0	1.0
SRR14654187-XM_006562600.3_GeneID:551957	1.0	1.0	1.0	0.0	1.0	0.0
SRR14654187-XM_006562601.3_GeneID:551957	0.0	3.0	0.0	0.0	2.0	0.0
SRR14654187-XM_006562603.3_GeneID:100576878	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006562604.2-1_GeneID:100576878	0.0	0.0	3.0	0.0	1.0	4.0
SRR14654187-XM_006562607.3_GeneID:100576878	0.0	0.0	1.0	0.0	0.0	1.0
SRR14654187-XM_006562612.3_GeneID:409631	2.0	0.0	0.0	0.0	4.0	3.0
SRR14654187-XM_006562632.3_GeneID:413117	3.0	0.0	0.0	0.0	2.0	5.0
SRR14654187-XM_006562640.3_GeneID:408805	5.0	3.0	1.0	0.0	3.0	5.0
SRR14654187-XM_006562641.3_GeneID:408805	0.0	3.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006562658.3_GeneID:100578446	5.0	3.0	4.0	10.0	7.0	7.0
SRR14654187-XM_006562666.3_GeneID:551012	0.0	0.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006562667.3_GeneID:551012	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006562682.3_GeneID:100578579	1.0	1.0	2.0	0.0	0.0	0.0
SRR14654187-XM_006562690.3_GeneID:725011	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006562717.3_GeneID:102654858	0.0	0.0	0.0	2.0	0.0	0.0
SRR14654187-XM_006562743.3_GeneID:411843	0.0	1.0	5.0	3.0	0.0	0.0
SRR14654187-XM_006562744.3_GeneID:551812	6.0	3.0	4.0	1.0	12.0	4.0
SRR14654187-XM_006562747.3_GeneID:409050	1.0	2.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006562755.3_GeneID:412397	0.0	1.0	0.0	1.0	0.0	0.0
SRR14654187-XM_006562756.3_GeneID:412397	1.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006562757.3-1_GeneID:726088	49.0	38.0	43.0	15.0	103.0	65.0
SRR14654187-XM_006562758.3_GeneID:552636	2.0	1.0	1.0	0.0	4.0	2.0
SRR14654187-XM_006562763.3_GeneID:726449	0.0	1.0	3.0	0.0	5.0	1.0
SRR14654187-XM_006562775.3_GeneID:410043	0.0	3.0	8.0	2.0	6.0	2.0
SRR14654187-XM_006562778.3_GeneID:726298	0.0	0.0	2.0	0.0	0.0	0.0
SRR14654187-XM_006562785.3_GeneID:726592	11.0	18.0	16.0	3.0	35.0	22.0
SRR14654187-XM_006562807.3_GeneID:412094	1.0	2.0	2.0	1.0	1.0	0.0
SRR14654187-XM_006562808.3_GeneID:412598	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006562812.3_GeneID:725675	0.0	4.0	4.0	0.0	7.0	3.0
SRR14654187-XM_006562814.3_GeneID:551153	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006562821.2-1_GeneID:726265	0.0	1.0	3.0	0.0	3.0	0.0
SRR14654187-XM_006562824.3_GeneID:550685	1.0	1.0	1.0	3.0	2.0	2.0
SRR14654187-XM_006562826.3_GeneID:100577401	0.0	2.0	0.0	0.0	1.0	3.0
SRR14654187-XM_006562830.3_GeneID:550998	0.0	4.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006562831.3_GeneID:550998	0.0	4.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006562834.3-1_GeneID:410227	5.0	6.0	16.0	9.0	9.0	1.0
SRR14654187-XM_006562835.3_GeneID:410226	2.0	0.0	1.0	0.0	2.0	2.0
SRR14654187-XM_006562836.3_GeneID:410228	0.0	5.0	2.0	0.0	3.0	2.0
SRR14654187-XM_006562841.3_GeneID:410239	1.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006562843.3_GeneID:100577466	0.0	1.0	0.0	1.0	2.0	1.0
SRR14654187-XM_006562864.3_GeneID:409159	2.0	2.0	0.0	1.0	1.0	1.0
SRR14654187-XM_006562872.3_GeneID:412607	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654187-XM_006562895.3_GeneID:413702	0.0	0.0	0.0	0.0	2.0	1.0
SRR14654187-XM_006562913.3_GeneID:408464	2.0	1.0	0.0	2.0	1.0	0.0
SRR14654187-XM_006562932.3_GeneID:408461	0.0	1.0	0.0	0.0	0.0	0.0
SRR14654187-XM_006562942.3_GeneID:410511	0.0	0.0	2.0	0.0	3.0	1.0
SRR14654187-XM_006562951.3_GeneID:100578563	3.0	3.0	1.0	1.0	8.0	1.0
SRR14654187-XM_006562961.3_GeneID:408458	1.0	1.0	2.0	2.0	3.0	0.0
SRR14654187-XM_006563030.3_GeneID:102654890	0.0	1.0	2.0	1.0	1.0	0.0
SRR14654187-XM_006563031.3_GeneID:102654890	0.0	0.0	2.0	0.0	1.0	0.0
SRR14654187-XM_006563035.3_GeneID:724365	7.0	9.0	24.0	13.0	20.0	9.0
SRR14654187-XM_006563065.2_GeneID:412070	0.0	0.0	0.0	0.0	0.0	1.0
SRR14654187-XM_006563066.2_GeneID:550686	1.0	7.0	14.0	3.0	5.0	3.0
SRR14654187-XM_006563091.3_GeneID:412056	0.0	0.0	5.0	0.0	3.0	1.0
SRR14654187-XM_006563092.3_GeneID:412056	1.0	0.0	5.0	1.0	0.0	0.0
SRR14654187-XM_006563094.3_GeneID:412056	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654187-XM_006563095.3_GeneID:412056	4.0	2.0	15.0	4.0	16.0	2.0
SRR14654187-XM_006563100.3_GeneID:102654640	0.0	0.0	3.0	0.0	1.0	0.0
